applicant_id,first_name,last_name,gender,date_of_birth,phone_number,email,county_id,education_level,income_level,device_ownership,program_id,registered_at
85,Brenda,Kemunto,Female,1991-10-22,0791216558,brendakemunto663@gmail.com,1,University,Middle,1,1,2015-09-13
86,Aisha,Wambui,Female,1994-09-15,0729825952,aishawambui441@gmail.com,2,Secondary,Lower-Middle,0,1,2015-10-11
87,Purity,Wambui,Female,1991-08-27,0705516940,puritywambui676@gmail.com,2,Secondary,Low,0,1,2015-10-19
88,Purity,Mghoi,Female,1997-12-20,0762309130,puritymghoi636@gmail.com,1,Secondary,Low,1,1,2015-04-14
89,Purity,Chebet,Female,1987-12-05,0783857865,puritychebet844@gmail.com,2,University,Lower-Middle,0,1,2015-09-12
90,Sharon,Omondi,Female,1998-05-20,0773348434,sharonomondi922@gmail.com,3,TVET,Lower-Middle,0,1,2015-08-11
91,Cynthia,Chebet,Female,1991-02-19,0108665240,cynthiachebet380@gmail.com,2,Secondary,Lower-Middle,1,1,2015-08-21
92,Mariam,Odhiambo,Female,1995-12-09,0721993308,mariamodhiambo377@gmail.com,1,Secondary,Low,1,1,2015-06-23
93,Aisha,Juma,Female,1989-07-21,0777345401,aishajuma663@gmail.com,2,Secondary,Low,0,1,2015-01-06
94,Cynthia,Mwajuma,Female,1993-08-06,0114004991,cynthiamwajuma956@gmail.com,2,University,Low,0,1,2015-11-18
95,Aisha,Musyoka,Female,1991-04-26,0715274205,aishamusyoka579@gmail.com,2,TVET,Lower-Middle,0,1,2015-03-20
96,Lydia,Masha,Female,1992-02-13,0101227530,lydiamasha627@gmail.com,4,Secondary,Low,0,1,2015-06-10
97,Salma,Omondi,Female,1998-04-02,0101742684,salmaomondi468@gmail.com,3,Secondary,Lower-Middle,0,1,2015-06-20
98,Purity,Mwashumbe,Female,1998-10-12,0768783391,puritymwashumbe565@gmail.com,1,Secondary,Lower-Middle,1,1,2015-10-04
99,Christine,Kazungu,Female,1995-03-06,0758713971,christinekazungu686@gmail.com,1,University,Low,1,1,2015-03-17
100,Caroline,Mutiso,Female,1991-12-01,0764039106,carolinemutiso788@gmail.com,2,Secondary,Low,0,1,2015-02-16
101,Esther,Mwashumbe,Female,1997-12-21,0765676618,esthermwashumbe884@gmail.com,1,Primary,Middle,1,1,2015-09-13
102,Zainabu,Juma,Female,1987-05-15,0108686337,zainabujuma874@gmail.com,2,Secondary,Low,0,1,2015-12-25
103,Mercy,Otieno,Female,1987-04-07,0711907903,mercyotieno884@gmail.com,1,TVET,Low,1,1,2015-04-25
104,Christine,Kenga,Female,1998-10-11,0799534283,christinekenga339@gmail.com,5,Secondary,Low,0,1,2015-10-24
105,Mercy,Odhiambo,Female,1987-06-21,0106856624,mercyodhiambo607@gmail.com,5,Secondary,Middle,0,1,2015-04-10
106,Brenda,Mwajuma,Female,1993-07-18,0782634351,brendamwajuma675@gmail.com,4,University,Middle,1,1,2015-12-27
107,Sharon,Otieno,Female,1987-02-07,0798373540,sharonotieno717@gmail.com,1,Secondary,Low,0,1,2015-12-25
108,Grace,Wambui,Female,1993-04-18,0754678544,gracewambui309@gmail.com,2,Secondary,Middle,0,1,2015-12-16
109,Mariam,Mwadime,Female,1993-01-19,0732048996,mariammwadime420@gmail.com,4,Secondary,Low,1,1,2015-10-27
110,Sharon,Munga,Female,1994-12-21,0117725228,sharonmunga363@gmail.com,1,Secondary,Middle,0,1,2015-11-02
111,Fatuma,Njeri,Female,1987-07-05,0103120387,fatumanjeri149@gmail.com,2,Secondary,Lower-Middle,0,1,2015-10-16
112,Caroline,Odhiambo,Female,1987-01-17,0114840862,carolineodhiambo521@gmail.com,3,Primary,Low,1,1,2015-04-20
113,Salma,Mwangeka,Female,1992-07-15,0793341016,salmamwangeka180@gmail.com,2,Secondary,Lower-Middle,1,1,2015-01-23
114,Mercy,Omondi,Female,1992-10-28,0718033974,mercyomondi903@gmail.com,1,Primary,Low,0,1,2015-09-19
115,Agnes,Munga,Female,1990-10-05,0116142939,agnesmunga116@gmail.com,3,TVET,Low,0,1,2015-06-13
116,Sheila,Chebet,Female,1995-12-12,0701631599,sheilachebet180@gmail.com,3,University,Low,0,1,2015-01-21
117,Purity,Kombe,Female,1995-07-14,0729619431,puritykombe464@gmail.com,1,Primary,Low,0,1,2015-11-05
118,Saumu,Mwakio,Female,1991-08-12,0741212678,saumumwakio105@gmail.com,3,Secondary,Low,1,1,2015-06-18
119,Neema,Mwangeka,Female,1991-07-13,0718398262,neemamwangeka112@gmail.com,1,Primary,Low,0,1,2015-02-06
120,Purity,Mwakio,Female,1991-04-24,0107993712,puritymwakio469@gmail.com,2,Secondary,Upper-Middle,1,1,2015-10-13
121,Neema,Masha,Female,1998-10-05,0745937526,neemamasha935@gmail.com,4,University,Low,0,1,2016-08-19
122,Salma,Mwangeka,Female,1989-10-07,0798280737,salmamwangeka473@gmail.com,4,TVET,Middle,1,1,2016-07-22
123,Zainabu,Baya,Female,1990-12-14,0761797968,zainabubaya774@gmail.com,2,Secondary,Middle,0,1,2016-09-02
124,Diana,Odhiambo,Female,1998-02-04,0735290965,dianaodhiambo708@gmail.com,4,University,Low,1,1,2016-05-08
125,Rose,Wambui,Female,1991-08-12,0767982507,rosewambui689@gmail.com,2,Primary,Low,0,1,2016-02-27
126,Mishi,Munga,Female,1991-09-16,0757177514,mishimunga566@gmail.com,6,Primary,Lower-Middle,1,1,2016-06-21
127,Cynthia,Chebet,Female,1996-03-18,0725867362,cynthiachebet349@gmail.com,1,Secondary,Lower-Middle,1,1,2016-12-20
128,Mercy,Mwangeka,Female,1999-04-07,0741918255,mercymwangeka104@gmail.com,5,Secondary,Low,0,1,2016-08-17
129,Faith,Otieno,Female,1997-02-12,0757924991,faithotieno501@gmail.com,6,Secondary,Low,1,1,2016-02-06
130,Faith,Masha,Female,1990-10-13,0762782827,faithmasha710@gmail.com,2,Secondary,Low,0,1,2016-10-02
131,Purity,Mwashumbe,Female,1994-09-17,0107676772,puritymwashumbe299@gmail.com,5,Primary,Low,0,2,2016-05-02
132,Mwanajuma,Kemunto,Female,1997-12-25,0778819148,mwanajumakemunto568@gmail.com,1,TVET,Low,0,1,2016-01-25
133,Mercy,Mwandawiro,Female,1998-04-10,0707451713,mercymwandawiro853@gmail.com,3,Secondary,Lower-Middle,0,1,2016-12-20
134,Aisha,Kazungu,Female,1991-01-19,0758498254,aishakazungu933@gmail.com,3,Secondary,Low,0,1,2016-11-27
135,Ann,Masha,Female,1992-11-05,0112325367,annmasha160@gmail.com,1,Primary,Lower-Middle,0,2,2016-07-15
136,Esther,Mwakio,Female,1996-12-09,0115775901,esthermwakio512@gmail.com,1,TVET,Lower-Middle,0,1,2016-06-28
137,Mariam,Masha,Female,1991-08-09,0754589297,mariammasha944@gmail.com,1,TVET,Middle,0,1,2016-01-04
138,Amina,Mwandawiro,Female,1990-08-15,0706324241,aminamwandawiro978@gmail.com,3,Secondary,Low,1,1,2016-11-06
139,Dorcas,Wambui,Female,1991-07-21,0711037129,dorcaswambui873@gmail.com,1,Secondary,Lower-Middle,1,1,2016-12-11
140,Mercy,Wambui,Female,1995-02-08,0761115542,mercywambui235@gmail.com,4,Secondary,Middle,0,2,2016-11-22
141,Amina,Otieno,Female,1990-08-12,0113269731,aminaotieno765@gmail.com,1,University,Low,1,1,2016-12-13
142,Ann,Mwashumbe,Female,1992-11-03,0738999404,annmwashumbe353@gmail.com,2,Secondary,Lower-Middle,1,1,2016-07-10
143,Ann,Kombe,Female,1994-02-08,0779180552,annkombe606@gmail.com,3,Secondary,Middle,1,1,2016-09-22
144,Esther,Mwakio,Female,1997-02-01,0743006848,esthermwakio117@gmail.com,1,TVET,Low,1,1,2016-11-18
145,Fatuma,Kenga,Female,1996-04-26,0728569146,fatumakenga180@gmail.com,2,TVET,Middle,1,1,2016-02-14
146,Halima,Kenga,Female,1999-11-24,0721020275,halimakenga782@gmail.com,1,Secondary,Middle,0,1,2016-03-12
147,Salma,Chebet,Female,1988-06-26,0764814917,salmachebet220@gmail.com,1,Secondary,Low,0,1,2016-10-06
148,Saumu,Achieng,Female,1999-02-08,0118000307,saumuachieng790@gmail.com,2,Secondary,Middle,1,1,2016-01-18
149,Janet,Masha,Female,1993-04-14,0115419518,janetmasha329@gmail.com,4,Secondary,Low,1,1,2016-09-02
150,Brenda,Kenga,Female,1992-06-03,0787053494,brendakenga892@gmail.com,6,TVET,Low,1,1,2016-08-25
151,Caroline,Kemunto,Female,1991-03-01,0760385050,carolinekemunto915@gmail.com,4,TVET,Low,0,1,2016-05-04
152,Mercy,Kioko,Female,1990-12-09,0710386571,mercykioko161@gmail.com,1,Secondary,Lower-Middle,0,2,2016-07-03
153,Sharon,Mwashumbe,Female,1992-05-28,0756557431,sharonmwashumbe342@gmail.com,3,University,Low,0,1,2016-02-05
154,Neema,Masha,Female,1996-06-25,0737474112,neemamasha223@gmail.com,1,TVET,Low,0,1,2016-10-02
155,Aisha,Mwakio,Female,1991-06-13,0780442067,aishamwakio828@gmail.com,1,Secondary,Lower-Middle,1,1,2016-02-26
156,Halima,Kemunto,Female,1990-04-27,0765199410,halimakemunto327@gmail.com,4,University,Low,0,1,2016-03-03
157,Neema,Mwandawiro,Female,1995-01-06,0796670662,neemamwandawiro143@gmail.com,5,Secondary,Middle,1,1,2016-08-05
158,Zainabu,Omondi,Female,1995-07-18,0770146263,zainabuomondi402@gmail.com,1,Secondary,Middle,1,1,2016-09-26
159,Sheila,Mwadime,Female,1996-08-12,0798564205,sheilamwadime591@gmail.com,1,Secondary,Low,0,1,2016-05-02
160,Joyce,Kemunto,Female,1991-03-04,0733480396,joycekemunto698@gmail.com,4,Secondary,Middle,0,1,2016-03-08
161,Sheila,Mwadime,Female,1988-12-23,0759929378,sheilamwadime705@gmail.com,3,Secondary,Lower-Middle,1,1,2016-04-20
162,Amina,Munga,Female,1991-03-11,0112500292,aminamunga728@gmail.com,1,TVET,Middle,0,1,2016-02-12
163,Rose,Mwandawiro,Female,1992-06-05,0726752895,rosemwandawiro444@gmail.com,3,Secondary,Lower-Middle,1,1,2016-05-24
164,Dorcas,Juma,Female,1997-07-28,0790295939,dorcasjuma818@gmail.com,3,Primary,Lower-Middle,1,1,2016-02-08
165,Janet,Mwakio,Female,1999-11-21,0115704331,janetmwakio941@gmail.com,2,Secondary,Middle,0,1,2016-01-13
166,Mwanajuma,Masha,Female,1994-06-18,0761793271,mwanajumamasha604@gmail.com,2,TVET,Low,1,1,2016-05-04
167,Faith,Mghoi,Female,1989-09-03,0759970629,faithmghoi849@gmail.com,1,University,Low,1,1,2016-04-07
168,Cynthia,Chebet,Female,1992-11-10,0743106987,cynthiachebet653@gmail.com,2,Secondary,Low,1,1,2016-05-27
169,Mariam,Mwandawiro,Female,1991-03-21,0741714677,mariammwandawiro126@gmail.com,3,University,Low,0,1,2016-07-06
170,Mwanajuma,Mutiso,Female,1992-08-15,0743490211,mwanajumamutiso145@gmail.com,2,Secondary,Middle,1,1,2016-10-08
171,Lydia,Musyoka,Female,1996-11-28,0779374160,lydiamusyoka528@gmail.com,2,Secondary,Middle,0,1,2016-11-20
172,Brenda,Mghoi,Female,1991-04-05,0706163294,brendamghoi271@gmail.com,1,Secondary,Lower-Middle,0,2,2016-02-13
173,Agnes,Baya,Female,1995-01-26,0119986162,agnesbaya632@gmail.com,2,Primary,Lower-Middle,0,1,2016-02-04
174,Mishi,Odhiambo,Female,1994-05-13,0107997024,mishiodhiambo452@gmail.com,2,Secondary,Lower-Middle,0,1,2016-07-02
175,Sheila,Kombe,Female,1999-08-09,0750544471,sheilakombe150@gmail.com,2,University,Low,1,1,2016-12-15
176,Dorcas,Masha,Female,1998-02-07,0773678508,dorcasmasha719@gmail.com,4,TVET,Low,0,1,2016-07-05
177,Rose,Juma,Female,1991-04-27,0703070534,rosejuma277@gmail.com,4,Secondary,Lower-Middle,1,1,2016-02-22
178,Grace,Mutiso,Female,1995-10-18,0755241406,gracemutiso281@gmail.com,1,Primary,Middle,0,1,2016-04-28
179,Mariam,Baya,Female,1994-09-01,0100722903,mariambaya767@gmail.com,1,Secondary,Middle,1,1,2016-12-21
180,Agnes,Mwadime,Female,1992-04-15,0748969108,agnesmwadime570@gmail.com,1,University,Upper-Middle,0,1,2016-09-21
181,Sharon,Mwandawiro,Female,1989-06-09,0105444328,sharonmwandawiro593@gmail.com,3,TVET,Middle,0,1,2016-10-13
182,Dorcas,Juma,Female,1995-05-09,0766609935,dorcasjuma771@gmail.com,3,TVET,Low,0,1,2016-08-22
183,Mwanajuma,Njeri,Female,1996-03-10,0717248251,mwanajumanjeri997@gmail.com,2,Secondary,Low,0,1,2016-07-26
184,Rose,Kenga,Female,1989-08-02,0109991738,rosekenga574@gmail.com,5,Primary,Lower-Middle,0,1,2016-07-02
185,Mariam,Munga,Female,1997-08-05,0752175250,mariammunga519@gmail.com,5,Primary,Low,0,1,2016-03-19
186,Esther,Kemunto,Female,1990-10-14,0106667600,estherkemunto190@gmail.com,4,Secondary,Lower-Middle,0,1,2016-06-25
187,Sharon,Juma,Female,1999-04-08,0115421689,sharonjuma741@gmail.com,4,Secondary,Low,1,1,2016-05-15
188,Neema,Masha,Female,1990-06-16,0753260332,neemamasha803@gmail.com,3,Secondary,Low,0,1,2016-02-12
189,Faith,Omondi,Female,1996-10-02,0790100167,faithomondi361@gmail.com,3,Secondary,Lower-Middle,0,1,2016-03-07
190,Mishi,Masha,Female,1989-11-17,0749926189,mishimasha777@gmail.com,3,Primary,Low,1,1,2016-04-20
191,Christine,Kazungu,Female,1999-07-10,0720873753,christinekazungu466@gmail.com,1,Primary,Lower-Middle,0,1,2016-10-22
192,Esther,Musyoka,Female,1999-12-04,0743744701,esthermusyoka176@gmail.com,2,TVET,Middle,0,2,2016-06-26
193,Saumu,Mwandawiro,Female,1988-01-28,0722557941,saumumwandawiro971@gmail.com,3,Secondary,Low,1,1,2016-07-15
194,Agnes,Kioko,Female,1994-11-26,0721202169,agneskioko919@gmail.com,1,Secondary,Lower-Middle,1,1,2016-10-13
195,Agnes,Njeri,Female,1999-03-16,0771670145,agnesnjeri958@gmail.com,4,Primary,Middle,0,1,2016-12-19
196,Sharon,Munga,Female,1996-12-23,0791637562,sharonmunga631@gmail.com,3,TVET,Lower-Middle,0,1,2016-01-01
197,Agnes,Kioko,Female,1995-03-03,0775354083,agneskioko972@gmail.com,3,Secondary,Low,0,1,2016-02-15
198,Fatuma,Kioko,Female,1993-02-16,0110166088,fatumakioko557@gmail.com,2,Primary,Low,0,1,2016-10-21
199,Mariam,Omondi,Female,1995-06-12,0703758997,mariamomondi787@gmail.com,1,TVET,Low,0,1,2016-02-25
200,Joyce,Omondi,Female,1992-09-17,0751027261,joyceomondi919@gmail.com,3,Secondary,Low,1,1,2016-07-07
201,Sheila,Munga,Female,1994-01-21,0109177982,sheilamunga210@gmail.com,2,University,Low,0,1,2016-09-14
202,Christine,Kemunto,Female,1999-10-06,0112169958,christinekemunto281@gmail.com,4,University,Low,0,1,2016-12-25
203,Neema,Kenga,Female,1990-03-14,0798485833,neemakenga563@gmail.com,1,Secondary,Lower-Middle,0,1,2016-11-05
204,Mwanajuma,Musyoka,Female,1999-11-11,0111587996,mwanajumamusyoka655@gmail.com,6,Secondary,Middle,0,1,2016-07-26
205,Faith,Mwashumbe,Female,1998-01-07,0742442043,faithmwashumbe154@gmail.com,1,TVET,Low,0,1,2016-02-20
206,Agnes,Kombe,Female,1998-09-13,0738406665,agneskombe860@gmail.com,5,University,Low,0,1,2016-04-20
207,Brenda,Kombe,Female,1999-12-21,0759893347,brendakombe748@gmail.com,5,Secondary,Lower-Middle,1,1,2016-03-24
208,Mercy,Baya,Female,1992-03-06,0794057202,mercybaya669@gmail.com,2,University,Lower-Middle,0,1,2016-11-20
209,Ann,Achieng,Female,1993-02-26,0115832818,annachieng663@gmail.com,4,Secondary,Lower-Middle,1,1,2016-06-08
210,Neema,Mwadime,Female,1991-10-17,0778015739,neemamwadime400@gmail.com,5,University,Low,1,1,2016-06-13
211,Faith,Baya,Female,1999-05-01,0785887704,faithbaya653@gmail.com,5,University,Low,0,2,2016-02-06
212,Caroline,Juma,Female,1989-04-22,0103613861,carolinejuma741@gmail.com,6,TVET,Low,0,1,2016-06-02
213,Ann,Baya,Female,1989-10-27,0734667665,annbaya671@gmail.com,1,Primary,Lower-Middle,0,1,2016-11-24
214,Rose,Mwajuma,Female,1989-06-17,0714491476,rosemwajuma817@gmail.com,3,Secondary,Lower-Middle,0,1,2016-09-08
215,Ann,Odhiambo,Female,1998-03-10,0105088210,annodhiambo402@gmail.com,1,Primary,Lower-Middle,0,1,2016-02-10
216,Dorcas,Mwadime,Female,1994-11-28,0782223943,dorcasmwadime316@gmail.com,1,Primary,Lower-Middle,0,1,2016-01-28
217,Caroline,Mutiso,Female,1996-02-10,0101413975,carolinemutiso760@gmail.com,3,Secondary,Lower-Middle,1,2,2016-05-20
218,Purity,Mutiso,Female,1997-11-10,0119299556,puritymutiso436@gmail.com,1,Secondary,Low,0,1,2016-12-24
